000007,2,1.90767,0.126953
000007,4,1.0767,0.222656
000007,5,1.80682,0.126953
000007,7,1.94034,0.344727
000007,8,0.0653409,0.375
000007,9,1.44176,0.151367
000007,11,1.79545,0.168945
000007,15,1.64631,0.27832
000007,16,0.200284,0.722656
000007,17,0.829545,0.791992
000007,18,1.94318,0.200195
000007,19,1.50852,0.141602
000007,20,1.57812,0.124023
000007,23,1.75142,0.371094
000007,28,1.86648,0.0859375
